,Range,Names,Country,Performances,Null,Nb,City,Date,Year,Sex
3438,13 ,Niurka Montalvo,CUB ,13.92,A,1,Mexico City,Apr 11,1992,W
3439,14 ,Zhou Xiulian,CHN ,13.91,,1,Fuzhou,Oct 30,1992,W
3440,15 ,Zhanna Gureyeva,BLR ,13.90,,4,Moscow,Jun 24,1992,W
3441,16 ,Liu Jingmin,CHN ,13.84,,1,Jinan,Apr 25,1992,W
3442,16 ,Irina Babakova,UKR ,13.84,,4,Bratislava,Jun 01,1992,W
3443,16 ,Yelena Chicherova,RUS ,13.84,,2,Moscow,Jul 19,1992,W
3444,19 ,Isabel Aldecoa,CUB ,13.82,,2,Habana,May 14,1992,W
3445,20 ,Zhang Jing,CHN ,13.81,,2,Nanjing,May 18,1992,W
3446,21 ,Concepción Paredes,ESP ,13.77,,2,Las Rozas,Jun 02,1992,W
3447,22 ,Fan Li,CHN ,13.76,,3,Nanjing,May 18,1992,W
3448,23 ,Svetlana Davydova,RUS ,13.74,,1,Sochi,May 30,1992,W
3449,24 ,Sofia Bozhanova,BUL ,13.73,,,Sofia,Jul 04,1992,W
3450,25 ,Maria Andrei,ROU ,13.72,,1,Bucharest,Jun 25,1992,W
3451,25 ,Iolanda Chen,RUS ,13.72,,3,Oslo,Jul 04,1992,W
3452,1 ,Natalya Kayukova,RUS ,14.21,i,1,Moscow,Feb 28,1992,W
3453,2 ,Inna Lasovskaya,RUS ,14.13,i,1,Moscow,Jan 18,1992,W
3454,1 ,Anna Biryukova,RUS ,15.09,,1,Stuttgart,Aug 21,1993,W
3455,2 ,Iolanda Chen,RUS ,14.97,,1,Moscow,Jun 18,1993,W
3456,3 ,Irina Mishailova,RUS ,14.79,,1,Stockholm,Jul 05,1993,W
3457,4 ,Inna Lasovskaya,RUS ,14.70,,2,Bratislava,Jun 01,1993,W
3458,5 ,Niurka Montalvo,CUB ,14.51,,1,La Habana,May 22,1993,W
3459,6 ,Inessa Kravets,UKR ,14.49,,3,Stockholm,Jul 05,1993,W
3460,7 ,Galina Chistyakova,RUS ,14.40,,2,London,Jul 23,1993,W
3461,8 ,Ren Ruiping,CHN ,14.29,,1,Beijing,Sep 13,1993,W
3462,9 ,Yan Zhang,CHN ,14.28,,2,Beijing,Sep 13,1993,W
3463,10 ,Iva Prandzheva,BUL ,14.23,,3,Stuttgart,Aug 21,1993,W
3464,11 ,Helga Radtke,GER ,14.19,,5,Stuttgart,Aug 21,1993,W
3465,12 ,Antonella Capriotti,ITA ,14.18,,6,Stuttgart,Aug 21,1993,W
3466,13 ,Zhanna Gureyeva,BLR ,14.17,,3,Rome,Jun 09,1993,W
3467,14 ,Sarka Kasparkova,CZE ,14.16,,7,Stuttgart,Aug 21,1993,W
3468,15 ,Ma Miaolan,CHN ,14.12,,3,Beijing,Sep 13,1993,W
3469,16 ,Concepción Paredes,ESP ,14.05,,-,Madrid,May 29,1993,W
3470,16 ,Agnieszka Stanczyk,POL ,14.05,,1,Kielce,Jul 25,1993,W
3471,18 ,Liu Jingmin,CHN ,14.03,,5,Beijing,Sep 13,1993,W
3472,19 ,Eloina Hechavarría,CUB ,14.00,,1,La Habana,Mar 05,1993,W
3473,19 ,Lyudmila Dubkova,RUS ,14.00,,1,Rostov,Jul 17,1993,W
3474,21 ,Yelena Semiraz,UKR ,13.99,,1,Dreux,May 29,1993,W
3475,22 ,Urszula Wlodarczyk,POL ,13.98,,2,Kielce,Jul 25,1993,W
3476,23 ,Natalya Kayukova,RUS ,13.97,,4,Moscow,Jun 18,1993,W
3477,24 ,Monica Toth,ROU ,13.93,,1,Bucharest,May 29,1993,W
3478,25 ,Zhang Jing,CHN ,13.92,,1,Guangzhou,Mar 21,1993,W
3479,1 ,Sofia Bozhanova,BUL ,14.98,,1,Stara Zagora,Jul 16,1994,W
3480,2 ,Inna Lasovskaya,RUS ,14.94,,1,Bratislava,Jun 01,1994,W
3481,3 ,Inessa Kravets,UKR ,14.91,,2,Bratislava,Jun 01,1994,W
3482,4 ,Anna Biryukova,RUS ,14.89,,1,Helsinki,Aug 08,1994,W
3483,5 ,Niurka Montalvo,CUB ,14.60,,1,La Habana,Jun 24,1994,W
3484,6 ,Iolanda Chen,RUS ,14.58,,2,Stockholm,Jul 12,1994,W
3485,7 ,Rodica Petrescu,ROU ,14.47,,1,Bucharest,Jun 18,1994,W
3486,7 ,Natalya Kayukova,RUS ,14.47,,1,Sochi,Sep 10,1994,W
3487,9 ,Helga Radtke,GER ,14.46,,1,Erfurt,Jul 03,1994,W
3488,10 ,Ren Ruiping,CHN ,14.36,,1,Beijing,Jun 01,1994,W
3489,11 ,Yelena Lysak,RUS ,14.32,,1,Voronezh,Jun 18,1994,W
3490,12 ,Lyudmila Dubkova,RUS ,14.31,,3,Sankt Peterburg,Jul 16,1994,W
3491,13 ,Concepción Paredes,ESP ,14.30,,1,Segovla,Jun 28,1994,W
3492,14 ,Sheila Hudson-Strudwick,USA ,14.23,,1,Knoxville,Jun 16,1994,W
3493,15 ,Eloina Hechavarría,CUB ,14.22,,2,La Habana,Jun 24,1994,W
3494,15 ,Olena Hovorova,UKR ,14.22,,1,Lillehammer,Jul 30,1994,W
3495,15 ,Ashia Hansen,GBR ,14.22,,1,Welwyn,Aug 29,1994,W
3496,18 ,Marina Sokova,RUS ,14.16,,4,Sankt Peterburg,Jul 16,1994,W
3497,19 ,Sarka Kasparkova,CZE ,14.14,,1,Prague,May 22,1994,W
3498,20 ,Galina Chistyakova,RUS ,14.12,,1,Košice,Sep 10,1994,W
3499,21 ,Petra Laux-Schneider,GER ,14.10,,2,Erfurt,Jul 03,1994,W
3500,21 ,Natalya Kuzina,RUS ,14.10,,5,Sankt Peterburg,Jul 16,1994,W
3501,23 ,Michelle Griffith,GBR ,14.08,,1,Sheffield,Jun 11,1994,W
3502,24 ,Liu Jingmin,CHN ,14.06,,2,Beijing,Jun 01,1994,W
3503,25 ,Diana Orrange,USA ,14.03,,2,Knoxville,Jun 16,1994,W
3504,1 ,Sarka Kasparkova,CZE ,14.46,i,4,Paris,Mar 13,1994,W
3505,2 ,Iva Prandzheva,BUL ,14.38,i,5,Paris,Mar 13,1994,W
3506,1 ,Inessa Kravets,UKR ,15.50,,1,Göteborg,Aug 10,1995,W
3507,2 ,Iva Prandzheva,BUL ,15.18,,2,Göteborg,Aug 10,1995,W
3508,3 ,Anna Biryukova,RUS ,15.08,,3,Göteborg,Aug 10,1995,W
3509,4 ,Inna Lasovskaya,RUS ,14.90,,4,Göteborg,Aug 10,1995,W
3510,5 ,Iolanda Chen,RUS ,14.88,,1,Moscow,Jun 18,1995,W
3511,6 ,Rodica Petrescu,ROU ,14.80,,1,Bucharest,Jul 19,1995,W
3512,7 ,Galina Chistyakova,RUS ,14.76,,1,Luzern,Jun 27,1995,W
3513,8 ,Ashia Hansen,GBR ,14.66,,1,Gateshead,Aug 21,1995,W
3514,9 ,Laiza Carillo,CUB ,14.43,,1,La Habana,Feb 23,1995,W
3515,10 ,Sarka Kasparkova,CZE ,14.38,,2,Bratislava,May 30,1995,W
3516,11 ,Wu Lingmei,CHN ,14.35,A,2,Taiyuan,May 21,1995,W
3517,12 ,Eloina Hechavarría,CUB ,14.34,,1,La Habana,Feb 17,1995,W
3518,13 ,Niurka Montalvo,CUB ,14.31,,1,La Habana,Mar 03,1995,W
3519,13 ,Irina Mishailova,RUS ,14.31,,5,Moscow,Jun 18,1995,W
3520,15 ,Jelena Blazevica,LAT ,14.29,,q,Göteborg,Aug 08,1995,W
3521,16 ,Concepción Paredes,ESP ,14.27,,2,Sevilla,Jun 03,1995,W
3522,17 ,Zhanna Gureyeva,BLR ,14.25,,3,Villeneuve d'Ascq,Jun 24,1995,W
3523,17 ,Sheila Hudson-Strudwick,USA ,14.25,,2,Monaco,Jul 25,1995,W
3524,17 ,Ren Ruiping,CHN ,14.25,,6,Göteborg,Aug 10,1995,W
3525,20 ,Marina Sokova,RUS ,14.24,,6,Moscow,Jun 18,1995,W
3526,21 ,Lyudmila Dubkova,RUS ,14.18,,1,Moscow,May 21,1995,W
3527,22 ,Barbara Lah,ITA ,14.17,,Q,Göteborg,Aug 08,1995,W
3528,22 ,Yelena Khlusovich,UKR ,14.17,,1,Cannes,Sep 23,1995,W
3529,24 ,Monika Toth,ROU ,14.15,,2,Limoges,Jul 08,1995,W
3530,25 ,Olga Lidia Cepero,CUB ,14.14,A,1,Ciudad Guatemala,Jul 14,1995,W
3531,1 ,Iolanda Chen,RUS ,15.03,i,1,Barcelona,Mar 11,1995,W
3532,2 ,Marina Sokova,RUS ,14.54,i,1,Volgograd,Feb 24,1995,W
3533,3 ,Irina Mishailova,RUS ,14.46,i,2,Volgograd,Feb 24,1995,W
3534,1 ,Inessa Kravets,UKR ,15.33,,1,Atlanta,Jul 31,1996,W
3535,2 ,Inna Lasovskaya,RUS ,15.08,,1,Madrid,Jun 12,1996,W
3536,3 ,Sarka Kasparkova,CZE ,14.98,,3,Atlanta,Jul 31,1996,W
3537,4 ,Ashia Hansen,GBR ,14.78,,2,Sheffield,Aug 25,1996,W
3538,5 ,Tereza Marinova,BUL ,14.62,,1,Sydney,Aug 25,1996,W
3539,6 ,Iva Prandzheva,BUL ,14.61,,Q,Atlanta,Jul 29,1996,W
3540,7 ,Olena Hovorova,UKR ,14.60,,Q,Atlanta,Jul 29,1996,W
3541,8 ,Anna Biryukova,RUS ,14.56,,1,Mito,May 06,1996,W
3542,8 ,Ren Ruiping,CHN ,14.56,,Q,Atlanta,Jul 29,1996,W
3543,10 ,Jelena Blazevica,LAT ,14.55,,1,Riga,Jun 08,1996,W
3544,11 ,Olga Vasdeki,GRE ,14.48,,1,Athens,Jun 15,1996,W
3545,12 ,Yelena Stahova,BLR ,14.45,,1,Bialystok,Jun 17,1996,W
3546,13 ,Yamilé Aldama,CUB ,14.43,,1,La Habana,Feb 16,1996,W
3547,14 ,Sheila Hudson,USA ,14.41,,2,Stockholm,Jul 08,1996,W
3548,14 ,Galina Chistyakova,RUS ,14.41,,1,London,Jul 12,1996,W
3549,16 ,Yelena Khlusovich,UKR ,14.38,,Q,Atlanta,Jul 29,1996,W
3550,17 ,Iolanda Chen,RUS ,14.35,,3,Moscow,Jun 07,1996,W
3551,18 ,Rodica Petrescu-Mateescu,ROU ,14.34,,1,Bergen,Jun 28,1996,W
3552,19 ,Natalya Kayukova,RUS ,14.25,,2,Sankt Peterburg,Jul 05,1996,W
3553,20 ,Virge Naeris,EST ,14.19,A,1,Pietersburg,Apr 03,1996,W
3554,21 ,Xiangrong Wang,CHN ,14.17,,2,Nanjing,May 06,1996,W
3555,21 ,Cynthea Rhodes,USA ,14.17,,Q,Atlanta,Jun 16,1996,W
3556,21 ,Barbara Lah,ITA ,14.17,,2,Lisboa,Jun 28,1996,W
3557,24 ,Olga Lidia Cepero,CUB ,14.16,,2,La Habana,Feb 09,1996,W
3558,25 ,Petra Lobinger,GER ,14.15,,Q,Köln,Jun 22,1996,W
3559,25 ,Sandrine Domain,FRA ,14.15,,1,La Roche-sur-Yon,Jul 14,1996,W
3560,1 ,Sarka Kasparkova,CZE ,15.20,,1,Athens,Aug 04,1997,W
3561,2 ,Rodica Petrescu-Mateescu,ROU ,15.16,,2,Athens,Aug 04,1997,W
3562,3 ,Ashia Hansen,GBR ,15.15,,1,Fukuoka,Sep 13,1997,W
3563,4 ,Inna Lasovskaya,RUS ,15.09,,1,Valencia,May 31,1997,W
3564,5 ,Gundega Sproge,LAT ,14.76,,3,Sheffield,Jun 29,1997,W
3565,6 ,Olena Hovorova,UKR ,14.67,,3,Athens,Aug 04,1997,W
3566,7 ,Ren Ruiping,CHN ,14.66,,1,Hirsohima,Apr 29,1997,W
3567,8 ,Anna Biryukova,RUS ,14.64,,1,Tula,Jul 10,1997,W
3568,9 ,Olga Vasdeki,GRE ,14.62,,4,Athens,Aug 04,1997,W
3569,10 ,Yelena Donkina,RUS ,14.58,,2,Tula,Jul 10,1997,W
3570,11 ,Qiuyan Huang,CHN ,14.57,,1,Shanghai,Oct 19,1997,W
3571,12 ,Betty Lise,FRA ,14.50,,Q,Athens,Aug 02,1997,W
3572,13 ,Yamilé Aldama,SUD ,14.46,,4,Paris,Jun 02,1997,W
3573,14 ,Natalya Kayukova,RUS ,14.40,,3,Tula,Jul 10,1997,W
3574,15 ,Yelena Khlusovich,UKR ,14.37,,1,Odessa,Jun 14,1997,W
3575,15 ,Jelena Blazevica,LAT ,14.37,,-,Kaunas,Aug 22,1997,W
3576,17 ,Zhanna Gureyeva,BLR ,14.35,,Q,Athens,Aug 02,1997,W
3577,18 ,Tereza Marinova,BUL ,14.34,,6,Athens,Aug 04,1997,W
3578,19 ,Petra Lobinger,GER ,14.31,,1,Mainz,Jun 06,1997,W
3579,20 ,Olga Lidia Cepero,CUB ,14.28,,1,La Habana,May 16,1997,W
3580,21 ,Cynthea Rhodes,USA ,14.25,,Q,Athens,Aug 02,1997,W
3581,22 ,Yelena Stahova,BLR ,14.23,,1,Minsk,Jun 17,1997,W
3582,22 ,Li Jiahua,CHN ,14.23,,1,Bangkok,Nov 06,1997,W
3583,24 ,Trecia Smith,JAM ,14.22,,1,Fairfax,May 25,1997,W
3584,24 ,Cristina Nicolau,ROU ,14.22,,1,Turku,Jul 13,1997,W
3585,1 ,Iva Prandzheva,BUL ,15.12,,1,Tokyo,Sep 19,1998,W
3586,2 ,Rodica Petrescu-Mateescu,ROU ,15.01,,1,Villeneuve d'Ascq,Jul 11,1998,W
3587,3 ,Sarka Kasparkova,CZE ,14.98,,1,Rovereto,Aug 26,1998,W
3588,4 ,Tereza Marinova,BUL ,14.67,,2,Athens,Jun 17,1998,W
3589,5 ,Fiona May-Lapichino,ITA ,14.65,,1,Sankt Peterburg,Jun 27,1998,W
3590,6 ,Olga Vasdeki,GRE ,14.64,A,1,Johannesburg,Sep 11,1998,W
3591,7 ,Yamilé Aldama,CUB ,14.55,,1,La Habana,Aug 02,1998,W
3592,8 ,Adelina Gavrila,ROU ,14.53,,2,Bucharest,Aug 02,1998,W
3593,9 ,Olena Hovorova,UKR ,14.51,,3,Nice,Jul 16,1998,W
3594,10 ,Ren Ruiping,CHN ,14.50,,1,Beijing,Jun 06,1998,W
3595,11 ,Yelena Donkina,RUS ,14.48,,1,Moscow,Jun 09,1998,W
3596,12 ,Peng Fengmei,CHN ,14.46,,1,Chengdu,Apr 18,1998,W
3597,13 ,Tatyana Lebedeva,RUS ,14.45,,2,Bratislava,Jun 09,1998,W
3598,14 ,Olga Lidia Cepero,CUB ,14.43,,1,La Habana,Feb 06,1998,W
3599,15 ,Yelena Lebedenko,RUS ,14.41,,1,Vilamoura,May 30,1998,W
3600,16 ,Wu Lingmei,CHN ,14.39,,2,Beijing,Jun 06,1998,W
3601,17 ,Qiuyan Huang,CHN ,14.36,,4,Villeneuve d'Ascq,Jul 11,1998,W
3602,18 ,Ashia Hansen,GBR ,14.32,,1,Kuala Lumpur,Sep 21,1998,W
3603,19 ,Mariya Dimitrova,BUL ,14.28,,2,Sofia,Jun 20,1998,W
3604,19 ,Betty Lise,FRA ,14.28,,1,Dijon,Jul 04,1998,W
3605,21 ,Magdelín Martínez,CUB ,14.27,,1,La Habana,Jun 26,1998,W
3606,22 ,Natalya Klimovets-Safronova,BLR ,14.26,,1,Grodno,Jul 10,1998,W
3607,23 ,Maria Constanza Moroni,ITA ,14.25,,2,Formia,Jul 12,1998,W
3608,24 ,Paraskevi Tsiamita,GRE ,14.23,,Q,Budapest,Aug 19,1998,W
3609,25 ,Cristina Nicolau,ROU ,14.20,,2,Bucharest,Jun 21,1998,W
3610,1 ,Ashia Hansen,GBR ,15.16,i,1,Valencia,Feb 28,1998,W
3611,2 ,Yelena Lebedenko,RUS ,14.57,i,1,Moscow,Feb 13,1998,W
3612,1 ,Paraskevi Tsiamita,GRE ,15.07,,Q,Sevilla,Aug 22,1999,W
3613,2 ,Ashia Hansen,GBR ,14.96,,1,München,Sep 11,1999,W
3614,3 ,Tatyana Lebedeva,RUS ,14.94,,1,Volgograd,May 30,1999,W
3615,4 ,Yamilé Aldama,CUB ,14.77,,1,Winnipeg,Jul 28,1999,W
3616,5 ,Adelina Gavrila,ROU ,14.71,,1,Bucharest,Jun 12,1999,W
3617,6 ,Cristina Nicolau,ROU ,14.70,,1,Göteborg,Aug 1,1999,W
3618,6 ,Francoise Mbango Etone,CMR ,14.70,A,1,Johannesburg,Sep 18,1999,W
3619,8 ,Olga Vasdeki,GRE ,14.67,,1,Khánia,Jul 28,1999,W
3620,9 ,Olena Hovorova,UKR ,14.66,,2,Brussels,Sep 3,1999,W
3621,10 ,Ren Ruiping,CHN ,14.64,,-,Shijiazhuang,Apr 25,1999,W
3622,10 ,Tereza Marinova,BUL ,14.64,,1,Sofia,May 22,1999,W
3623,10 ,Baya Rahouli,ALG ,14.64,A,2,Johannesburg,Sep 18,1999,W
3624,13 ,Oksana Rogova,RUS ,14.59,,-,Göteborg,Aug 01,1999,W
3625,14 ,Iva Prandzheva,BUL ,14.57,,2,Athens,Jun 16,1999,W
3626,15 ,Sarka Kasparkova,CZE ,14.54,,6,Sevilla,Aug 24,1999,W
3627,16 ,Natalya Kayukova,RUS ,14.51,,1,Vladivostok,May 29,1999,W
3628,17 ,Marina Sokova,RUS ,14.50,,2,Moscow,Jun 05,1999,W
3629,18 ,Chunqing Miao,CHN ,14.46,,2,Huizhou,Oct 16,1999,W
3630,19 ,Fiona May,ITA ,14.39,,1,Trento,May 15,1999,W
3631,20 ,Yelena Lebedenko,RUS ,14.37,,3,Bratislava,Jun 08,1999,W
3632,21 ,Heli Koivula-Kruger,FIN ,14.34,,1,Tampere,Jul 14,1999,W
3633,22 ,Gundega Sproge,LAT ,14.31,,1,Riga,Jul 11,1999,W
3634,23 ,Anja Valant,SLO ,14.29,,4,Göteborg,Aug 01,1999,W
3635,24 ,Nadezhda Bazhenova,RUS ,14.25,,1,Tula,Jun 26,1999,W
3636,24 ,Olga Yershova,RUS ,14.25,,1,Sochi,Sep 17,1999,W
3637,1 ,Ashia Hansen,GBR ,15.02,i,1,Maebashi,Mar 07,1999,W
3638,2 ,Iva Prandzheva,BUL ,14.94,i,2,Maebashi,Mar 07,1999,W
3639,3 ,Sarka Kasparkova,CZE ,14.87,i,3,Maebashi,Mar 07,1999,W
3640,4 ,Tereza Marinova,BUL ,14.76,i,1,Athína,Feb 24,1999,W
3641,5 ,Yelena Lebedenko,RUS ,14.74,i,1,Moscow,Jan 15,1999,W
3642,1 ,Tatyana Lebedeva,RUS ,15.32,,1,Yokohama,Sep 9,2000,W
3643,2 ,Tereza Marinova,BUL ,15.20,,1,Sydney,Sep 24,2000,W
3644,3 ,Iva Prandzheva,BUL ,15.04,,1,Sofia,Jun 17,2000,W
3645,4 ,Olena Hovorova,UKR ,14.96,,3,Sydney,Sep 24,2000,W
3646,5 ,Anja Valant,SLO ,14.69,,3,Kalamata,Jun 4,2000,W
3647,6 ,Natalya Safronova,BLR ,14.65,,3,Staiki,Jun 3,2000,W
3648,7 ,Inessa Kravets,UKR ,14.57,,1,Ljubljana,Jun 10,2000,W
3649,8 ,Anastasiya Ilyina,RUS ,14.52,,Q,Santiago de Chile,Oct 19,2000,W
3650,9 ,Olga Yershova,RUS ,14.47,,4,Khánia,Jun 14,2000,W
3651,9 ,Yamilé Aldama,CUB ,14.47,,5,Khánia,Jun 14,2000,W
3652,9 ,Ren Ruiping,CHN ,14.47,,1,Beijing,Sep 1,2000,W
3653,12 ,Anna Biryukova,RUS ,14.44,,2,Bratislava,Jun 22,2000,W
3654,12 ,Adelina Gavrila,ROU ,14.44,,1,Bucharest,Aug 06,2000,W
3655,14 ,Magdelín Martínez,CUB ,14.40,,1,La Habana,Jun 23,2000,W
3656,15 ,Sarka Kasparkova,CZE ,14.34,,4Q,Sydney,Sep 22,2000,W
3657,16 ,Baya Rahouli,ALG ,14.30,,-,Adelaide,Mar 08,2000,W
3658,17 ,Ashia Hansen,GBR ,14.29,,6Q,Sydney,Sep 22,2000,W
3659,18 ,Mariya Dimitrova,BUL ,14.27,,5,Kalamáta,Jun 04,2000,W
3660,18 ,Yelena Khlusovich,UKR ,14.27,,1,Kiev,Jul 16,2000,W
3661,18 ,Oksana Rogova,RUS ,14.27,,2,Tula,Jul 24,2000,W
3662,21 ,Olga Vasdeki,GRE ,14.26,,8Q,Sydney,Sep 22,2000,W
3663,22 ,Yelena Oleynikova,RUS ,14.25,,4,Sankt-Peterburg,Jun 18,2000,W
3664,23 ,Inna Lasovskaya,RUS ,14.24,,Q,Tula,Jul 23,2000,W
3665,24 ,Chunqing Miao,CHN ,14.21,,1,Jinzhou,Jun 08,2000,W
3666,25 ,Yelena Parfyonova,KAZ ,14.20,,1,Almaty,May 28,2000,W
3667,1 ,Cristina Nicolau,ROU ,14.94,i,1,Bucharest,Feb 05,2000,W
3668,2 ,Yelena Lebedenko,RUS ,14.66,i,1,Samara,Jan 30,2000,W
3669,1 ,Tatyana Lebedeva,RUS ,15.25,,1,Edmonton,Aug 10,2001,W
3670,2 ,Tereza Marinova,BUL ,14.77,,1,Melbourne,Sep 9,2001,W
3671,3 ,Qiuyan Huang,CHN ,14.72,,1,Guangzhou,Nov 22,2001,W
3672,4 ,Francoise Mbango Etone,CMR ,14.65,,1,Saint-Etienne,Jun 30,2001,W
3673,5 ,Cristina Nicolau,ROU ,14.62,,1,Ottawa,Jul 22,2001,W
3674,6 ,Nadezhda Bazhenova,RUS ,14.60,,1,Moscow,Jun 23,2001,W
3675,7 ,Yelena Oleynikova,RUS ,14.59,,2,Tula,Jul 15,2001,W
3676,7 ,Magdelín Martínez,ITA ,14.59,,Q,Edmonton,Aug 8,2001,W
3677,9 ,Irina Vasilyeva,RUS ,14.57,,2,Moscow,Jun 23,2001,W
3678,9 ,Natalya Safronova,BLR ,14.57,,2,Beijing,Sep 1,2001,W
3679,11 ,Ashia Hansen,GBR ,14.51,,3Q,Edmonton,Aug 08,2001,W
3680,12 ,Olga Yershova,RUS ,14.38,,q,Tula,Jul 13,2001,W
3681,13 ,Olena Hovorova,UKR ,14.33,,2,Rieti,Sep 02,2001,W
3682,14 ,Ren Ni,CHN ,14.29,,3,Guangzhou,Nov 22,2001,W
3683,15 ,Heli Koivula,FIN ,14.28,,3Q,Edmonton,Aug 08,2001,W
3684,16 ,Yevgeniya Fadeyeva,RUS ,14.27,,4,Tula,Jul 15,2001,W
3685,17 ,Liliana Zagacka,POL ,14.22,,1,Biala Podlaska,Jul 06,2001,W
3686,18 ,Galina Sharova,RUS ,14.21,,4,Moscow,Jun 23,2001,W
3687,18 ,Anna Pyatykh,RUS ,14.21,,5,Tula,Jul 15,2001,W
3688,20 ,Oksana Rogova,RUS ,14.20,,2,Kalamáta,Jun 02,2001,W
3689,21 ,Anastasiya Ilyina,RUS ,14.19,,2,Chánia,Jun 04,2001,W
3690,21 ,Yuliana Perez,USA ,14.19,A,1,"Albuquerque, NM",Jul 08,2001,W
3691,23 ,Adelina Gavrila,ROU ,14.18,,1,Tríkala,Jul 07,2001,W
3692,23 ,Mariya Dimitrova,BUL ,14.18,,1,Dimitrovgrad,Jul 18,2001,W
3693,25 ,Yelena Lebedenko,RUS ,14.17,,2,Moscow,Jul 28,2001,W
3694,1 ,Tereza Marinova,BUL ,14.91,i,1,Lisboa,Mar 11,2001,W
3695,2 ,Yelena Lebedenko,RUS ,14.83,i,1,Samara,Feb 01,2001,W
3696,1 ,Francoise Mbango Etone,CMR ,14.95,,1,Radès,Aug 6,2002,W
3697,2 ,Ashia Hansen,GBR ,14.86,,1,Manchester,Jul 31,2002,W
3698,3 ,Yelena Oleynikova,RUS ,14.83,,1,Prague,Jun 17,2002,W
3699,4 ,Magdelín Martínez,ITA ,14.73,,1,Rieti,Sep 8,2002,W
3700,5 ,Anna Pyatykh,RUS ,14.67,,1,Annecy,Jun 22,2002,W
3701,6 ,Qiuyan Huang,CHN ,14.60,,1,Shizuoka,May 3,2002,W
3702,7 ,Oksana Rogova,RUS ,14.59,,1,Cheboksary,Jul 14,2002,W
3703,8 ,Olena Hovorova,UKR ,14.54,,1,Tula,Jun 9,2002,W
3704,9 ,Carlota Castrejana,ESP ,14.51,,1,Sevilla,Jun 22,2002,W
3705,10 ,Natalya Safronova,BLR ,14.47,,1,Brest,Jun 6,2002,W
3706,11 ,Mihaela Gindela,ROU ,14.43,,4,München,Aug 10,2002,W
3707,12 ,Cristina Nicolau,ROU ,14.40,,1,Bucharest,May 25,2002,W
3708,12 ,Yamilé Aldama,CUB ,14.40,,2,Birmingham,Jul 13,2002,W
3709,12 ,Irina Vasilyeva,RUS ,14.40,,2,Cheboksary,Jul 14,2002,W
3710,15 ,Heli Koivula,FIN ,14.38,,2,Padova,Sep 01,2002,W
3711,16 ,Maurren Higa Maggi,BRA ,14.32,,1,São José do Rio Preto,Mar 16,2002,W
3712,16 ,Yelena Lebedenko,RUS ,14.32,,4,Cheboksary,Jul 14,2002,W
3713,16 ,Trecia Smith,JAM ,14.32,,3,Manchester,Jul 31,2002,W
3714,19 ,Nadezhda Bazhenova,RUS ,14.31,,5,Cheboksary,Jul 14,2002,W
3715,20 ,Mabel Gay,CUB ,14.29,,1,La Habana,Apr 05,2002,W
3716,21 ,Olga Lidia Cepero,CUB ,14.28,,1,La Habana,Feb 23,2002,W
3717,21 ,Kéné Ndoye,SEN ,14.28,,2,Radés,Aug 06,2002,W
3718,23 ,Olga Yershova,RUS ,14.27,,1,Tula,Jun 01,2002,W
3719,24 ,Natalya Kayukova,RUS ,14.23,,2,Tula,Jun 01,2002,W
3720,25 ,Yusmay Bicet,CUB ,14.22,,2,La Habana,Feb 23,2002,W
3721,25 ,Viktoriya Gurova,RUS ,14.22,,3,Luzern,Jun 26,2002,W
3722,1 ,Tereza Marinova,BUL ,14.81,i,1,Wien,Mar 02,2002,W
3723,2 ,Oksana Rogova,RUS ,14.70,i,1,Volgograd,Feb 06,2002,W
3724,3 ,Nadezhda Bazhenova,RUS ,14.65,i,1,Pireás,Feb 20,2002,W
3725,4 ,Yelena Lebedenko,RUS ,14.56,i,2,Moscow,Jan 07,2002,W
3726,1 ,Yamilé Aldama,CUB ,15.29,,1,Rome,Jul 11,2003,W
3727,2 ,Tatyana Lebedeva,RUS ,15.18,,1,Paris,Aug 26,2003,W
3728,3 ,Francoise Mbango Etone,CMR ,15.05,,2,Paris,Aug 26,2003,W
3729,4 ,Kéné Ndoye,SEN ,14.91,,1,Villeneuve-d'Ascq,Jun 15,2003,W
3730,5 ,Magdelín Martínez,ITA ,14.90,,3,Paris,Aug 26,2003,W
3731,6 ,Olena Hovorova,UKR ,14.81,,2,Villeneuve-d'Ascq,Jun 15,2003,W
3732,7 ,Anna Pyatykh,RUS ,14.79,,1,Firenze,Jun 21,2003,W
3733,8 ,Adelina Gavrila,ROU ,14.75,,3,Rieti,Sep 07,2003,W
3734,9 ,Yelena Oleynikova,RUS ,14.56,,5,Oslo,Jun 27,2003,W
3735,10 ,Maurren Higa Maggi,BRA ,14.53,,1,São Caetano do Sul,Apr 27,2003,W
3736,11 ,Mabel Gay,CUB ,14.52,,5,Paris,Aug 26,2003,W
3737,12 ,Olga Vasdeki,GRE ,14.50,,3Q,Paris,Aug 24,2003,W
3738,13 ,Baya Rahouli,ALG ,14.48,,5,Berlin,Aug 10,2003,W
3739,14 ,Inessa Kravets,UKR ,14.42,,1,Warsaw,Jun 15,2003,W
3740,15 ,Heli Koivula-Kruger,FIN ,14.39,,2,Lappeenranta,Aug 03,2003,W
3741,15 ,Qiuyan Huang,CHN ,14.39,,1,Manila,Sep 20,2003,W
3742,17 ,Barbara Lah,ITA ,14.38,,6,Paris,Aug 26,2003,W
